name,categories,lat,long
Moochie Alfonso Events & Sound,General Entertainment,51.400902,-0.225441
Mark' Movie House,Movie Theater,51.399699,-0.18973
Led Dance Floors,General Entertainment,51.40225784159373,-0.1266002655029297
Led Dance Floors,General Entertainment,51.40177593070745,-0.11833906173706056
Thornton Heath Leisure Centre,Gym Pool,51.39878899701214,-0.09711577188659659
Selhurst Park | Crystal Palace FC (Selhurst Park),Soccer Stadium,51.39830869992593,-0.0855410099029541
Arthur Wait Stand,Soccer Stadium,51.39811150534939,-0.08505394652770125
Holmesdale Upper Block Q,Soccer Stadium,51.39774642151876,-0.08465051651000977
Stanley Halls - Stanley Film Club -,Movie Theater,51.40007,-0.07548
Elizabeth James Gallery,Art Gallery,51.39830869992593,-0.07284879684448242
Screen25,Movie Theater,51.4003,-0.07575
Unomusic,General Entertainment,51.4024904,-0.0445669
We Make Footballers Beckenham,Athletics & Sports,51.3995348342272,-0.025831859454228834
Kelsey Park Brick Igloo,Historic Site,51.399221,-0.021364
Kelsey Park Crazy Golf,Mini Golf,51.40055774443739,-0.022058486938476562
Pavilion Bowling,Bowling Alley,51.4031834848571,0.018592612706648203
Cashino,Casino,51.401843,0.016195
warboard games,Arcade,51.40216413709686,0.01616835594177246
Shodokan South East,General Entertainment,51.403583070348276,0.017659664154052734
Vue Cinemas - Bromley,Movie Theater,51.39897,0.01851
H G Wells Centre,General Entertainment,51.39923768466141,0.01866392410926134
Ascape Studios,Music Venue,51.39899610894607,0.031951457465134614
Bickley Park Cricket Club,Cricket Ground,51.40150820024316,0.04626274108886719
The William Willett Memorial,Memorial Site,51.403301,0.08319700000001262
Mick's Discos & Children's Entertainer,General Entertainment,51.399339525721075,0.1058506965637207
Little Poppets Face Painting & Children's Entertainment,General Entertainment,51.39962015660314,0.32140517616562647
Sinbads,General Entertainment,51.41196836066847,-0.23295209874444256
Lantern Arts Centre,Jazz Club,51.410819279753795,-0.22917062044143677
West Wimbledon Dance Academy,Dance Studio,51.41161232990595,-0.23436530890621762
David Lloyd Bowling,Bowling Alley,51.40723434910001,-0.22131631351039818
Auburn Jam Music,Recording Studio,51.40959966134533,-0.22460818290710446
Wimbledon Art College Theatre,Theater,51.413189,-0.220775
Abbey Recreation Ground,Cricket Ground,51.411774541136595,-0.19397735595703125
White Light,General Entertainment,51.411457759548135,-0.18813560674792265
Mystery Cube,General Entertainment,51.408118,-0.187353
The Trafalgar,Pub,51.41247992760844,-0.1874087662018967
Soundbite,Rock Club,51.41194,-0.186554
Merton Studios,General Entertainment,51.409472,-0.187233
Kim Griffin - Bass Tutor,Music School,51.409340549999996,-0.1807647943496704
YC headquarters,General Entertainment,51.41234055054149,-0.16467366256187715
Teach Tutti,Music Venue,51.41220281296475,-0.08333086967468262
SDS Products Ltd,Clothing Store,51.4068622,-0.08502499999999999
Former Croydon Canal,Canal,51.40997441724051,-0.06515085697174072
Drumtown,Rock Club,51.412347,-0.05362
Rare Art Gallery,Art Gallery,51.409858883933346,-0.045558666506318485
Beckenham Almhouses,Historic Site,51.408763,-0.024432
Dance Company Studios,Performing Arts Venue,51.4085015918531,-0.025537165049835477
Beckenham Theatre Centre,Theater,51.407334143372815,-0.02116367591540362
Gallery Seventeen,Art Gallery,51.41013155636787,-0.025036250421403766
JJ Dance Studio,Dance Studio,51.40962407903448,-0.02783075357624909
Herbet Justice Academy,Performing Arts Venue,51.40826772950449,-0.015222397656853529
Roger the snowman,Historic Site,51.40971903846605,0.003386642469408523
Quasar Elite,Laser Tag,51.40866250237984,0.010584480285737668
Bromley Little Theatre,Theater,51.40775513801057,0.016169523541241182
Media Emperor,General Entertainment,51.40715030728999,0.01666575610524103
Mampam,Historic Site,51.407338590965686,0.024485694935871317
Bromley Cricket Club,Cricket Ground,51.408709,0.028946
Ripley Arts Centre,Art Gallery,51.40964169737856,0.03640949179089598
Neil Edwards ~ Elegant Magic,General Entertainment,51.41352775352825,0.06658315658569336
Chislehurst Cricket Ground,Cricket Ground,51.408830063715634,0.06566047668457031
Royal Gallery,Art Gallery,51.411726,0.075381
Steven A Williams,Music Venue,51.41875478805516,-0.23361403495073316
Marlow rugby club,Stadium,51.42097,-0.22138
Lingfield Hall,Performing Arts Venue,51.423239,-0.216963
The Museum of Wimbledon,History Museum,51.42338999304609,-0.21652936935424805
Odeon,Multiplex,51.419873599125005,-0.20470261910748994
New Wimbledon Theatre,Theater,51.41915919260831,-0.20137479990738313
Wimbledon Dance Academy,Dance Studio,51.42230235765051,-0.20823485582253662
Berties Bar,Bar,51.42038898693611,-0.20642564537482225
hmvcurzon Wimbledon,Movie Theater,51.42049475630864,-0.20499336679883948
St Mark's Church Hall,General Entertainment,51.422073,-0.207474
Sophie Hoskins' - Worple Road,Historic Site,51.42173870485935,-0.20819747566250113
9 To 5,Theater,51.418868,-0.20304
Aubergine Art & Framing,Art Gallery,51.42010051440914,-0.2043717985237094
Wimbledon Studio,Indie Theater,51.41938286489022,-0.20044969469649634
Poker Palace,Casino,51.4171,-0.200546
Drake House,General Entertainment,51.419465,-0.210926
Barbieri Costa's club,Music Venue,51.419596,-0.206639
Jitterbugs Play Cafe,General Entertainment,51.420372043829055,-0.2039731195208067
Polka Theatre,Theater,51.419650489395565,-0.1949648285751643
ATC Hall,General Entertainment,51.41740658503158,-0.1924988322814977
Shape2Fit,Dance Studio,51.418632,-0.19372
Crack Comedy Club (Wimbledon),Music Venue,51.4192868,-0.1946868
Byegrove Cafe,General Entertainment,51.419200287338015,-0.1779193643072629
Scratch Studio's UK,Music Venue,51.42064428390037,-0.1641710979230518
Sprout Community Arts,Art Gallery,51.42312489386742,-0.14531626522705818
Rick's Blues,Piano Bar,51.419523925,-0.15074315
ABC Ballet School,Dance Studio,51.41999697796483,-0.14674080662044806
Watch This,Performing Arts Venue,51.42356057057895,-0.13217864749092884
Astrid Brisson,Design Studio,51.4203242,-0.1331196
Kurgan Recording Studios,Rock Club,51.41726553440094,-0.12717962265014648
Aunty M Brain Tumours,General Entertainment,51.4191371,-0.1111439
Antenna Studios,Music Venue,51.4180750679876,-0.08350421913900907
Strawberry Palace Studios,Rock Club,51.41985958116966,-0.08915652936385571
Myjumbie,Art Gallery,51.417692,-0.080602
Open Door,Performing Arts Venue,51.41892,-0.079235
TEAM,Performing Arts Venue,51.421671,-0.084102
Gipsy Hill Workshops,Art Gallery,51.41989015232928,-0.08189666958318645
Crystal Palace Athletics Stadium,Track Stadium,51.41890742069287,-0.06885766983032227
The Paxton Centre,Art Gallery,51.417662927117235,-0.07402896881103516
Crystal Palace Sphinxes,Outdoor Sculpture,51.420728,-0.075745
Memorial Bell,Memorial Site,51.421625,-0.064489
Bridge House Theatre SE20,Indie Theater,51.41811790719253,-0.06051063537597656
Penge War Memorial,Memorial Site,51.416515,-0.05572
Proper Music Distribution,General Entertainment,51.420654,-0.037792
Beckenham Place Mansion,Historic Site,51.418782,-0.018921
The County Ground,Cricket Ground,51.41950557254172,-0.027317796912021255
The Comedy Warehouse,Comedy Club,51.418444,5.27e-05
Nightingale Close Community Centre,General Entertainment,51.42322,0.348369
northfleet cricket club,Cricket Ground,51.42313154717075,0.350971023745842
1st Call Aquatics,Aquarium,51.4211863,0.3957853
Canvas Art Gallery,Art Gallery,51.426451,-0.217797
Crazy Golf at Wimbledon Park,Mini Golf,51.43355752064111,-0.2068103236951598
The Cutaway,General Entertainment,51.429334893109385,-0.20867726381146315
Malcom Ryan Studios,Movie Theater,51.43313470914858,-0.18957824588835628
Cato- The Mill,Music Venue,51.433218,-0.187603
Sean's smokehouse,Salsa Club,51.42796577022495,-0.19077269532954283
St. George's Pathology Museum,Science Museum,51.426897,-0.174712
Hurricane Room,Pool Hall,51.43313889283478,-0.1632607810591265
Love Art,Art Gallery,51.428841,-0.165874
Tooting Arts Club,Indie Theater,51.43128151442594,-0.16440718952752034
The Sound Lounge,Music Venue,51.431095,-0.1650162
Odeon,Movie Theater,51.43223606984759,-0.1290567843700313
Hideaway,Jazz Club,51.42657417819904,-0.13043434347790014
Adrenal Casino,Casino,51.427364,-0.13104233
"Vinters Studios - Rehearse, Record, Shoot, Whatever",Indie Theater,51.43065484068011,-0.12902498245239258
Highaway,Jazz Club,51.428482630601074,-0.131635281745383
Media Picture,Music Venue,51.42984546271405,-0.12541472911834717
Starlight Dance Studio,Salsa Club,51.43044831563739,-0.12965769064003385
Wigmore Lawn Tennis Club,General Entertainment,51.432242141656864,-0.13326207712202828
Hideaway Jazz Cafe,Café,51.426690685096965,-0.13110973887671556
The Capoeira School,Dance Studio,51.43357161959182,-0.12867009356416298
Dance Magic Dance,Dance Studio,51.4305141,-0.1304547
James Lascelles,General Entertainment,51.4268629,-0.1177856
South London Theatre,Performing Arts Venue,51.431954786927065,-0.10284598183285161
Portico Gallery,Art Gallery,51.4306535174142,-0.10371213676863823
West Norwood Library And Picturehouse,Movie Theater,51.43311,-0.10339
Emmanuel Church Hall (Phoenix Players),Theater,51.431729,-0.090609
Sport Tips,Casino,51.42705600896168,-0.08829832077026366
Sydenham Wells Putting Green,Mini Golf,51.4284035981537,-0.06762630197984128
Misses White,Street Art,51.429717212999286,-0.06547950569269116
St Bartholomew's Church Sydenham,Performing Arts Venue,51.4273278,-0.0572944
Alhambra Home & Garden,Furniture / Home Store,51.43106955771867,-0.05980253219604492
Tudor Livesy Memorial Hall,Concert Hall,51.43149825380836,-0.05563588178503842
Glenlyn Academy,Dance Studio,51.427109,-0.03815
Wesley HALLS,Dance Studio,51.42711512661678,-0.012639778199036781
Catford Wanderers Cricket Club,Cricket Ground,51.42669474353011,-0.012816628680719451
St Augustine's Church,Historic Site,51.433414668686694,0.020406045102198456
BLU Studio's,Dance Studio,51.42929,0.035263
Movie Time,Movie Theater,51.427702,0.030523
Edward The Confessor Hall,Performing Arts Venue,51.42713682932813,0.04778705856579876
Mr Mulligan's Dino Golf,Mini Golf,51.431533,0.075181
Montacute,Historic Site,51.430308,0.098021
Bowling Alley,Bowling Alley,51.4289563625,0.19410327500000002
Wilmington Masonic Hall,General Entertainment,51.43285449359655,0.21609117601908417
One With Grace,General Entertainment,51.427691,0.225054
Megat Cineplex,Indie Movie Theater,51.427169,0.335405
Higham Village Hall,General Entertainment,51.43026925686301,0.46454326302872956
Wimbledon Windmill Museum,Museum,51.43792172421829,-0.2315214223622395
Tangier Memorial,Memorial Site,51.44112,-0.235816
Elite Dancers Academy,Country Dance Club,51.4435709,-0.21905049999998
CABIN gallery,Art Gallery,51.44326858105691,-0.20461231470108032
It's a Kid's Thing,General Entertainment,51.441909209504736,-0.18700265800401036
Tara,Performing Arts Venue,51.44227871273389,-0.18823701569561338
Ciccio,Indie Theater,51.44047738207922,-0.15450545107479943
London Sewing Machine Museum,Museum,51.43664716054357,-0.15859914068307762
Gravity Shack,Music Venue,51.436291,-0.159525
Gallery Midnight,Art Gallery,51.438096,-0.155744
The Bedford,Pub,51.442756201782956,-0.1495687146130651
C Jam,Dance Studio,51.4427725381339,-0.14952972338630138
Banana Cabaret,Comedy Club,51.44272994995117,-0.14942219853401184
Shakespearean Globe Theatre,Music Venue,51.4427709,-0.1493677
Studio Seventeen,General Entertainment,51.443254,-0.144091
2 O'Clock Jump,Dance Studio,51.44216105680967,-0.14984367248783464
The Stu',Music Venue,51.438115125,-0.14877795
The Priory,Historic Site,51.43678694854339,-0.14566808146290194
b16 theatre,Indie Theater,51.442647,-0.149309
Streatham Space Project,Theater,51.4387,-0.12786359
Thornton Palace,Comedy Club,51.442545,-0.132672
blossons jumble gym,Laser Tag,51.436383,-0.128086
Belmont bowling Club,General Entertainment,51.437105,-0.129019
Chez Hartell,Comedy Club,51.43826,-0.13317
Beacon Bingo,Casino,51.44064998429467,-0.1260508742834868
Where the Wild Things Are Mural,Public Art,51.43779293766692,-0.1270802615332405
American Pool,Pool Hall,51.44199354197289,-0.13203858938681456
Pennant Music,General Entertainment,51.4387541,-0.1109489
All Saints Church,Concert Hall,51.44161610406321,-0.09714014478717041
Bainbridge Studios,Art Gallery,51.43994186355057,-0.1057948285619434
McAlpine Dance Studio,General Entertainment,51.44118365419546,-0.08575460778453858
Streatham & Marlborough Cricket Club,Cricket Ground,51.44206625148062,-0.06883127582613026
Concrete House,Historic Site,51.443123762292586,-0.06708414832717073
Marlborough Cricket Club,Cricket Ground,51.44295373520589,-0.06849679682709806
Dulwich Park Runners,General Entertainment,51.44300124141957,-0.06759480509002434
The Horniman Aquarium,Aquarium,51.44089514578552,-0.06117182055330303
Canvas & Cream,Coffee Shop,51.43937462607763,-0.054694506975868376
St Paul's Conversion,General Entertainment,51.44050796576612,-0.05890426217764509
The Hob,Music Venue,51.4393274,-0.0537865
F h space,Performing Arts Venue,51.44004329430844,-0.05466034770617175
Doopo Doopo,Art Gallery,51.43858238305057,-0.05431840372442257
Doopo Doopo,Art Gallery,51.44010369864543,-0.054216460709492674
V22 Louise House,Music Venue,51.4368089,-0.0549463
Cabin Cinema,Movie Theater,51.443994,-0.040495
Zodiac Studios,Music Venue,51.44098900722339,0.01804615435334922
Barlang - UK,Music Venue,51.4409151261802,0.02381798035873281
Gerald Moore Gallery,Art Gallery,51.43832,0.039829
Make a Noise Choir,Theater,51.4420613,0.06775709999999435
Albany Hotel,Pub,51.4361831,0.1264051
Bexley Cricket Club,Cricket Ground,51.43876211500065,0.14496163993827074
Heathfields Hall,Indie Theater,51.439827712163705,0.20109735508656051
rainbow,General Entertainment,51.442230224609375,0.21151041984558105
Central Park Band Stand,Music Venue,51.441762660293946,0.21800061702290793
Fair @ Park,General Entertainment,51.441012,0.217865
Novacartsolutions3.com,Art Gallery,51.4385426,0.215193799999952
Princes Park Stadium,Soccer Stadium,51.43684349191636,0.2305092397427246
Little Hero Parties,General Entertainment,51.43840650000001,0.24579979999998613
Stone Cricket Club,Sports Club,51.44324399266248,0.2607306821424005
Showcase Cinema,Multiplex,51.43726172739707,0.2704073283397567
Stone Castle,Historic Site,51.443263,0.277879
Whitewall Galleries,Art Gallery,51.438532,0.269929
Sega XD Theatre,Arcade,51.437901,0.272036
Pirate Cove Crazy Golf,Mini Golf,51.4392995597205,0.2745991546966898
Castle Galleries,Art Gallery,51.43927144765843,0.2734614306126692
Glow,Convention Center,51.4371052443214,0.27111963047106313
Swanscombe Leisure Centre,Stadium,51.44053616637871,0.3060855642835076
Winston's reggae studio,Music Venue,51.43754959106445,0.35509881377220154
